MovieID	UserID	Rating
2611	2	5
49382	29	5
74272	2	5
49257	34	5
74325	34	5
3094	4	5
13211	2	5
74314	34	5
11316	4	5
10920	34	5
429	2	5
74295	34	5
24149	34	5
12711	34	5
7257	4	5
10085	34	5
73785	34	5
4843	4	5
73826	34	5
4081	4	5
2380	4	5
74408	34	5
7350	4	5
77647	34	5
34488	6	5
2616	6	5
2616	4	5
82	34	5
73870	34	5
74136	34	5
73987	34	5
11862	34	5
77657	34	5
74324	34	5
10337	34	5
9780	34	5
10383	34	5
10433	34	5
10390	34	5
9471	34	5
75098	34	5
4098	6	5
2595	4	5
24141	34	5
2659	4	5
17	34	5
77656	34	5
11328	2	5
7022	2	5
74479	34	5
429	1096	5
7061	4	5
7042	4	5
9287	34	5
9293	4	5
37696	4	5
74895	34	5
74289	34	5
28	1096	5
12434	1096	5
28	2	5
10899	1096	5
13612	2	5
7042	2	5
61082	1096	5
117	1096	5
13590	1096	5
5797	4	5
73742	34	5
4587	4	5
128	1096	5
74411	34	5
50	1096	5
2118	1096	5
177	1096	5
2321	1096	5
74242	34	5
9602	34	5
9315	34	5
11762	34	5
50748	34	5
10899	2	5
4728	4	5
51875	34	5
2526	6	5
12131	34	5
9298	34	5
10975	2	5
10975	34	5
5797	2	5
12132	34	5
10883	34	5
77696	2	5
4774	6	5
47477	1096	5
7202	2	5
1510	2	5
2380	34	5
45150	29	5
62	29	5
10979	29	5
10119	29	5
23087	29	5
60668	29	5
23087	2	5
53999	34	5
47598	34	5
54246	34	5
27073	29	5
6866	29	5
48412	29	5
36620	29	5
30013	29	5
50595	29	5
47153	29	5
40836	29	5
6164	29	5
1023	29	5
62969	29	5
61547	29	5
46248	29	5
47706	29	5
41990	29	5
13714	29	5
44216	29	5
33511	29	5
34173	29	5
42582	29	5
13612	29	5
64242	29	5
58914	29	5
59187	29	5
41301	29	5
882	29	5
96	29	5
2604	29	5
42674	29	5
36952	34	5
7624	34	5
42368	34	5
2235	29	5
2020	29	5
2235	2	5
22158	29	5
1663	1096	5
1663	2	5
34478	29	5
61706	29	5
54695	29	5
19051	29	5
21078	29	5
41980	29	5
28423	29	5
30053	29	5
44340	34	5
13589	29	5
37559	29	5
34007	29	5
43410	29	5
45308	29	5
44740	34	5
55207	29	5
55606	29	5
47042	29	5
50252	29	5
52268	29	5
13173	29	5
10979	34	5
13610	29	5
55870	29	5
74155	34	5
73746	2	5
11031	34	5
2012	1096	5
46510	2	5
10977	34	5
5797	6	5
9313	34	5
46125	34	5
27579	34	5
10489	2	5
53576	29	5
51203	29	5
49085	29	5
89	29	5
46853	29	5
89	2	5
4726	6	5
2219	2	5
74903	34	5
2826	4	5
17046	4	5
4098	4	5
24988	4	5
24988	6	5
33864	6	5
2604	4	5
16779	4	5
7583	2	5
75297	2	5
12972	29	5
7412	29	5
16593	6	5
7412	4	5
2372	4	5
2893	4	5
2604	6	5
4719	6	5
16779	2	5
74314	2	5
8185	2	5
73779	34	5
4551	29	5
3985	29	5
23090	29	5
74342	34	5
2752	4	5
66	29	5
73725	34	5
73799	34	5
128	29	5
128	2	5
73746	34	5
2603	4	5
4836	6	5
73762	34	5
49609	29	5
36838	29	5
40514	29	5
107	29	5
132	29	5
429	29	5
1550	29	5
112	29	5
5269	4	5
2539	4	5
45486	34	5
2483	4	5
4085	4	5
27078	34	5
50839	2	5
2481	4	5
47721	4	5
2487	4	5
74356	34	5
2603	6	5
74429	34	5
3104	4	5
3102	4	5
1484	2	5
1194	29	5
74100	34	5
74491	34	5
55288	6	5
12844	29	5
74476	34	5
34173	4	5
7065	4	5
2611	4	5
2592	4	5
2571	4	5
4576	4	5
2641	4	5
2644	4	5
2419	4	5
41889	4	5
2447	6	5
16777	4	5
74406	34	5
9519	29	5
10003	29	5
74983	34	5
2774	6	5
2647	6	5
75434	2	5
7061	2	5
73803	34	5
53949	2	5
74047	34	5
11272	34	5
43833	34	5
25023	1096	5
49084	2	5
19103	34	5
7065	6	5
1346	2	5
73885	34	5
78714	34	5
247	2	5
73752	34	5
903	2	5
73851	34	5
76575	4	5
2469	34	5
5321	6	5
73767	34	5
2020	2	5
11568	2	5
6066	4	5
10899	34	5
54160	2	5
78714	1096	5
26283	6	5
73765	34	5
74951	34	5
76589	4	5
9	2	5
396	2	5
23090	4	5
33383	34	5
22403	34	5
16819	34	5
10087	6	5
10534	34	5
5654	4	5
74419	34	5
79716	2	5
74423	34	5
46086	2	5
3147	6	5
3598	6	5
21589	34	5
74972	34	5
75039	34	5
170	2	5
74086	34	5
52074	34	5
26752	2	5
5496	2	5
10400	2	5
1012	2	5
4820	2	5
7303	2	5
78756	34	5
6066	2	5
567	2	5
72888	2	5
52	2	5
52995	2	5
6910	2	5
61278	2	5
22147	4	5
3929	4	5
52265	2	5
10449	34	5
13393	2	5
61	2	5
74430	34	5
74947	34	5
74896	34	5
23633	34	5
74361	34	5
30852	34	5
74354	34	5
73831	34	5
23090	2	5
10505	34	5
7135	2	5
73787	34	5
8143	2	5
73986	34	5
6848	2	5
10181	34	5
43380	34	5
9325	2	5
11128	34	5
6816	2	5
74968	34	5
78741	2	5
43848	2	5
27076	34	5
74159	34	5
78741	4	5
22774	34	5
253	2	5
54609	2	5
78741	6	5
29756	34	5
245	2	5
20987	34	5
36837	1096	5
42375	34	5
44334	2	5
34012	1096	5
48813	2	5
27579	2	5
194	2	5
14	2	5
74422	34	5
62702	2	5
44260	34	5
49786	34	5
74897	34	5
74965	34	5
55874	34	5
1225	2	5
30257	34	5
24196	34	5
79737	2	5
74945	34	5
73789	34	5
53832	2	5
48027	2	5
75011	34	5
10503	34	5
391	2	5
78740	4	5
6066	6	5
78740	6	5
52172	2	5
48807	34	5
11925	34	5
17502	34	5
30141	34	5
30181	34	5
36736	34	5
5861	4	5
2752	2	5
25023	4	5
61720	2	5
17273	34	5
77647	4	5
210	2	5
73731	34	5
59170	2	5
7350	6	5
10523	34	5
30834	34	5
55756	34	5
10321	34	5
2755	2	5
82972	34	5
13715	2	5
37674	2	5
10449	1096	5
10975	4	5
81815	2	5
10975	6	5
10321	2	5
36524	34	5
7185	4	5
7185	6	5
81815	6	5
12463	4	5
12463	6	5
83069	4	5
10439	4	5
11278	34	5
23363	4	5
73751	34	5
23363	1096	5
73935	34	5
83069	6	5
3936	4	5
11303	1096	5
52171	34	5
29600	4	5
22604	34	5
3094	6	5
11255	1096	5
34469	34	5
23100	34	5
45752	34	5
29749	1096	5
30142	34	5
4058	4	5
4854	4	5
45077	34	5
18	2	5
30365	34	5
2965	4	5
4081	6	5
7042	6	5
7079	4	5
309	2	5
86259	2	5
26295	6	5
4575	4	5
7079	6	5
2794	4	5
3063	4	5
73801	34	5
26295	2	5
21586	4	5
21586	6	5
7367	4	5
2558	4	5
10523	29	5
10325	29	5
357	2	5
74415	34	5
62452	2	5
62992	2	5
163	2	5
45090	34	5
43849	34	5
33265	34	5
16584	34	5
74973	34	5
2502	2	5
48411	2	5
10439	6	5
41410	34	5
61494	2	5
48899	2	5
2925	2	5
43139	34	5
73754	34	5
30343	34	5
7367	3319	5
41611	34	5
2057	2	5
29746	34	5
74205	34	5
132	2	5
10321	3319	5
16590	3319	5
16066	3319	5
77656	3319	5
48616	3319	5
45150	3319	5
10449	3319	5
7350	3319	5
30476	3319	5
44639	3319	5
44234	3319	5
4058	3319	5
2057	34	5
74362	34	5
3586	34	5
3044	34	5
10899	3319	5
10534	3319	5
12131	3319	5
2380	3319	5
3591	34	5
885	2	5
16915	10	5
60668	10	5
48673	10	5
31025	34	5
74325	2	5
85074	34	5
81872	4	5
91	2	5
74925	34	5
46	2	5
53	2	5
123	2	5
28988	1096	5
17	2	5
1531	2	5
86335	34	5
74117	34	5
74168	34	5
9140	3328	5
8918	3328	5
8991	3328	5
9113	3328	5
6700	3328	5
7669	3328	5
7882	3328	5
8066	3328	5
7750	3328	5
9051	3328	5
8610	3328	5
8109	3328	5
1127	2	5
47	2	5
157	2	5
75237	34	5
8143	3328	5
7309	3328	5
7689	3328	5
7771	3328	5
7721	3328	5
7715	3328	5
7769	3328	5
8838	3328	5
10979	4	5
1095	2	5
30521	2	5
73939	34	5
3936	2	5
4731	2	5
2592	2	5
55493	2	5
13032	2	5
33991	1096	5
2752	3328	5
76637	3328	5
7848	3328	5
55592	3328	5
82965	3328	5
8636	3328	5
7718	3328	5
7744	3328	5
7766	3328	5
7742	3328	5
10236	3328	5
239	3328	5
20801	3319	5
2611	3319	5
87361	34	5
1023	2	5
10522	4	5
2934	4	5
13625	34	5
86092	34	5
10337	3319	5
87401	3328	5
74137	34	5
41317	2	5
86261	3328	5
7079	3328	5
2032	3328	5
920	3328	5
1031	3328	5
82970	3319	5
8142	3328	5
8478	3328	5
27579	3319	5
15696	3319	5
2380	3328	5
8019	3328	5
74056	34	5
628	3328	5
123	3328	5
30	3328	5
40836	2	5
36952	2	5
9355	2	5
34173	2	5
74995	34	5
987	3328	5
82973	3319	5
1510	3328	5
1021	3328	5
74960	34	5
11100	3328	5
23636	3328	5
73975	34	5
4058	3328	5
4836	3328	5
3137	3328	5
2524	3328	5
6677	3328	5
4724	3328	5
2632	3328	5
3106	3328	5
2641	3328	5
2569	3328	5
4665	3328	5
75189	34	5
74450	34	5
16777	3319	5
8863	3328	5
8134	3328	5
7819	3328	5
7790	3328	5
10232	3328	5
596	3328	5
108	3328	5
124	3328	5
48	3328	5
189	3328	5
532	3328	5
7042	3328	5
76163	3328	5
8190	3328	5
284	3328	5
163	3328	5
567	3328	5
1038	3328	5
52	3328	5
74463	34	5
2819	3328	5
3046	3328	5
7433	3328	5
74024	34	5
75106	34	5
16779	3328	5
24034	3328	5
48895	3328	5
42465	3328	5
45214	3328	5
29880	3328	5
8951	3328	5
2390	3328	5
48890	3328	5
9161	3328	5
74390	34	5
7686	3328	5
8281	3328	5
8099	3328	5
74428	34	5
73708	34	5
74926	34	5
5797	3328	5
41419	3319	5
27841	3319	5
2612	3328	5
4886	3328	5
2504	3328	5
2550	3328	5
73866	34	5
5191	3328	5
2615	3328	5
2817	3328	5
2995	3328	5
3344	3328	5
74087	34	5
9443	3328	5
76633	3328	5
9298	3328	5
9455	3328	5
22933	3328	5
33538	3328	5
43742	3328	5
13730	3328	5
45308	3328	5
16593	3328	5
34591	3328	5
42815	3328	5
51806	3328	5
50832	3328	5
9317	3328	5
6166	3328	5
74918	34	5
2404	4	5
16593	4	5
6166	6	5
10449	3328	5
430	2	5
74344	34	5
7065	3328	5
1543	3328	5
8691	3328	5
8831	3328	5
73778	34	5
9198	3328	5
8304	3328	5
1740	3328	5
8186	3328	5
8207	3328	5
76142	3328	5
8122	3328	5
432	3328	5
8093	3328	5
7800	3328	5
73920	34	5
580	3328	5
7712	3328	5
7761	3328	5
2056	3328	5
7684	3328	5
17	3328	5
7685	3328	5
7701	3328	5
7765	3328	5
7729	3328	5
7713	3328	5
7677	3328	5
7774	3328	5
7782	3328	5
7622	3328	5
7730	3328	5
177	3328	5
74905	34	5
74366	34	5
78756	3328	5
12131	3328	5
11762	3328	5
10979	3328	5
10899	3328	5
17273	3328	5
22774	3328	5
73675	34	5
29756	3328	5
29450	3328	5
73673	34	5
45486	3328	5
73903	34	5
52080	4	5
73689	34	5
43377	3328	5
78745	3328	5
983	3328	5
73687	34	5
33578	2	5
43904	2	5
21377	2	5
74389	34	5
73781	34	5
73773	34	5
997	3328	5
2171	3328	5
1551	3328	5
8701	3328	5
1647	3328	5
73766	34	5
74537	34	5
598	3328	5
73694	34	5
73657	34	5
10304	3328	5
9022	3328	5
8913	3328	5
75171	34	5
75014	34	5
7325	34	5
73726	34	5
73722	34	5
3584	4	5
17055	34	5
12904	34	5
34505	34	5
6789	3328	5
8151	3328	5
81891	3328	5
77693	3328	5
8717	3328	5
9169	3328	5
612	3328	5
144	3328	5
593	3328	5
74102	34	5
74339	34	5
2529	3328	5
2877	3328	5
2947	3328	5
10665	34	5
73871	34	5
2716	3328	5
7624	3328	5
4103	3328	5
10983	3319	5
2468	3328	5
2419	3328	5
119	2	5
432	2	5
2909	3328	5
2858	3328	5
3732	3328	5
2588	3328	5
5630	3328	5
3657	3328	5
2686	3328	5
3186	3328	5
7582	3328	5
8697	3328	5
8971	3328	5
8639	3328	5
77690	3328	5
22389	3328	5
10090	3328	5
33043	3328	5
44260	3328	5
13557	3328	5
53101	3328	5
2625	3328	5
3048	3328	5
2506	3328	5
2520	3328	5
4084	3328	5
2724	3328	5
2511	3328	5
2538	3328	5
2539	3328	5
3116	3328	5
5248	3328	5
5992	3328	5
4654	3328	5
74956	34	5
8037	3328	5
7710	3328	5
8604	3328	5
7917	3328	5
7818	3328	5
7762	3328	5
7801	3328	5
7904	3328	5
76641	1096	5
7709	3328	5
8775	3328	5
9474	34	5
7683	3328	5
2372	3328	5
49	3328	5
10982	3328	5
41087	3328	5
27605	3328	5
51802	3328	5
34460	3328	5
18608	3328	5
27285	34	5
8189	3328	5
8199	3328	5
8708	3328	5
8182	3328	5
8645	3328	5
8071	3328	5
87493	3328	5
68496	34	5
10501	34	5
3094	2	5
4089	2	5
5882	2	5
9313	2	5
73797	34	5
81873	3319	5
24168	34	5
10568	3319	5
73769	34	5
4758	3328	5
3574	3328	5
2735	3328	5
2934	3328	5
27605	34	5
13215	34	5
87397	3328	5
17168	34	5
8642	3328	5
74464	34	5
2219	3328	5
1614	3328	5
1022	3328	5
47652	34	5
33043	34	5
53358	34	5
33030	2	5
73743	34	5
73800	34	5
2403	2	5
922	2	5
2893	2	5
75119	34	5
4649	34	5
73735	34	5
5034	34	5
74938	34	5
26748	2	5
34330	2	5
73811	34	5
48893	2	5
53241	2	5
23788	34	5
44703	34	5
13044	2	5
37252	34	5
9789	2	5
25003	2	5
44239	34	5
73719	34	5
8324	34	5
75066	34	5
75008	34	5
73764	34	5
74400	34	5
46510	34	5
74272	34	5
77664	34	5
68	34	5
74891	34	5
75135	34	5
81873	2	5
10486	3328	5
9189	3328	5
10568	2	5
74913	34	5
73692	34	5
74885	34	5
74360	34	5
75064	34	5
5827	34	5
74899	34	5
75146	34	5
10533	2	5
49854	34	5
53576	34	5
4843	3328	5
2713	3328	5
13154	3319	5
4807	3328	5
16066	2	5
13730	2	5
13730	34	5
2434	3328	5
2519	3328	5
2517	3328	5
2558	3328	5
2624	3328	5
3701	3328	5
5038	3328	5
4971	3328	5
43742	2	5
3849	3328	5
2650	3328	5
2525	2	5
2877	2	5
10379	34	5
41617	2	5
41990	2	5
1611	3328	5
562	3328	5
52996	34	5
22933	34	5
12705	1096	5
10379	3328	5
9313	3328	5
16272	3328	5
27283	3328	5
26748	3328	5
11033	3328	5
10390	3328	5
30133	3328	5
36956	3328	5
10124	3328	5
8648	3328	5
2578	3328	5
3057	3328	5
2818	3328	5
2449	3328	5
4068	3328	5
4759	3328	5
2477	3328	5
80839	2	5
9701	34	5
2821	3328	5
11319	3328	5
3543	3328	5
7081	3328	5
7493	34	5
10453	4	5
9253	34	5
10377	3328	5
41314	3328	5
10379	3319	5
7862	3328	5
29	3328	5
2603	3328	5
9141	3328	5
76585	3328	5
772	3328	5
196	3328	5
525	3328	5
407	3328	5
8882	3328	5
8718	3328	5
53573	34	5
24	3328	5
147	3328	5
83026	3328	5
4016	4	5
10104	3328	5
16905	3328	5
27846	3328	5
37153	3328	5
43139	3328	5
11017	3328	5
27831	34	5
28745	34	5
54851	34	5
55729	34	5
27846	34	5
53857	34	5
92231	3328	5
8110	3328	5
2691	3328	5
27581	34	5
63470	34	5
64240	34	5
21579	4	5
10118	3328	5
11862	3328	5
86279	3319	5
63969	34	5
28094	3328	5
10718	3328	5
77656	3328	5
10983	3328	5
10133	3328	5
15938	34	5
22804	34	5
92231	2	5
52082	34	5
10401	3328	5
20387	3328	5
19454	3328	5
9306	3328	5
17458	3328	5
17036	3328	5
16066	3328	5
6500	34	5
33247	2	5
44091	3328	5
43836	3328	5
42425	3328	5
41085	3328	5
50257	3328	5
10397	3328	5
10980	3328	5
10114	3328	5
9453	3328	5
10093	3328	5
24988	3328	5
23626	3328	5
23100	3328	5
28623	3328	5
27067	3328	5
30960	3328	5
22932	34	5
30181	3328	5
34469	3328	5
34446	3328	5
33992	3328	5
33385	3328	5
37674	3328	5
27294	34	5
37696	3328	5
44854	34	5
44949	2	5
10568	4	5
21638	2	5
21638	3319	5
55026	2	5
24580	34	5
22042	2	5
10114	2	5
48412	2	5
9269	2	5
41866	2	5
34007	2	5
21638	4	5
30471	3319	5
43410	2	5
12844	2	5
10990	2	5
9342	2	5
78717	34	5
90200	4	5
27076	2	5
21851	2	5
49085	2	5
94269	34	5
92231	6	5
9278	2	5
10322	4	5
10202	2	5
42465	2	5
42465	34	5
52890	2	5
10322	2	5
87601	4	5
2670	6	5
4058	2	5
56079	2	5
44234	2	5
2875	6	5
45838	2	5
13555	2	5
9407	34	5
9407	2	5
3070	2	5
94290	2	5
7695	2	5
4033	2	5
13573	2	5
86281	34	5
92320	34	5
45214	34	5
73737	34	5
21638	34	5
10573	3319	5
10482	3319	5
2866	34	5
17286	34	5
17286	2	5
3409	34	5
54664	2	5
4575	34	5
51783	34	5
50839	34	5
48953	34	5
30839	34	5
49710	34	5
4859	6	5
13668	34	5
49710	2	5
9157	3328	5
55239	34	5
2391	34	5
43976	34	5
86262	4	5
56050	34	5
26748	4	5
54109	34	5
54789	34	5
54898	34	5
2425	34	5
42720	34	5
51806	34	5
48323	34	5
46817	34	5
46817	2	5
2425	2	5
48890	2	5
51203	34	5
2469	4	5
2436	4	5
28103	34	5
2752	6	5
2093	2	5
1850	2	5
24742	3319	5
61082	2	5
1701	2	5
44141	2	5
2502	6	5
29604	34	5
7355	4	5
2502	4	5
10573	4	5
92231	4	5
1419	2	5
1427	2	5
9157	2	5
1194	2	5
9317	34	5
930	2	5
11033	34	5
85074	2	5
10426	3328	5
10322	3328	5
10981	3328	5
10101	3328	5
6158	3328	5
7797	3328	5
7719	3328	5
9355	34	5
7708	3328	5
28979	34	5
43000	34	5
13259	34	5
801	2	5
87495	34	5
2022	2	5
54277	2	5
9474	2	5
30	2	5
9474	4	5
2926	2	5
2858	3319	5
148	2	5
3051	34	5
87403	2	5
48031	2	5
53454	2	5
49716	2	5
13154	2	5
30016	2	5
87442	4	5
23112	4	5
86279	4	5
517	2	5
24988	2	5
91218	34	5
11146	1096	5
6866	2	5
48031	3319	5
95484	3328	5
42906	2	5
10398	34	5
91218	2	5
10701	4	5
92320	2	5
10367	34	5
7183	2	5
53130	2	5
13659	2	5
